"Date and Time Run 1","Time (s) Run 1","Force Beam 1 (N) Run 1","Force Beam 2 (N) Run 1","Force Beam 3 (N) Run 1","Force Beam 4 (N) Run 1","Vertical Force (N) Run 1","Date and Time Run 2","Time (s) Run 2","Force Beam 1 (N) Run 2","Force Beam 2 (N) Run 2","Force Beam 3 (N) Run 2","Force Beam 4 (N) Run 2","Vertical Force (N) Run 2"
11/01/2022 08:48:42 am,6.605,11.87,53.62,-4.73,55.00,115.77,11/01/2022 08:50:57 am,6.605,5.71,47.17,-4.99,62.89,110.79
11/01/2022 08:48:42 am,6.610,12.07,53.95,-4.81,54.98,116.19,11/01/2022 08:50:57 am,6.610,5.14,46.39,-4.88,62.13,108.78
11/01/2022 08:48:42 am,6.615,16.13,54.30,-4.78,54.80,120.45,11/01/2022 08:50:57 am,6.615,3.66,47.54,-4.81,61.37,107.77
11/01/2022 08:48:42 am,6.620,28.32,58.43,-4.91,60.18,142.02,11/01/2022 08:50:57 am,6.620,2.16,48.39,-4.71,61.70,107.55
11/01/2022 08:48:42 am,6.625,32.12,60.35,-4.56,51.15,139.08,11/01/2022 08:50:57 am,6.625,0.95,49.02,-4.71,61.45,106.72
11/01/2022 08:48:42 am,6.630,43.34,64.43,-5.04,59.29,162.04,11/01/2022 08:50:57 am,6.630,-1.32,50.32,-4.76,61.60,105.84
11/01/2022 08:48:42 am,6.635,54.03,65.76,-4.66,59.34,174.48,11/01/2022 08:50:57 am,6.635,-2.07,50.95,-4.76,61.40,105.51
11/01/2022 08:48:42 am,6.640,53.63,63.98,-4.63,58.28,171.27,11/01/2022 08:50:57 am,6.640,-2.83,51.15,-4.66,61.45,105.11
11/01/2022 08:48:42 am,6.645,49.70,62.63,-4.73,57.49,165.10,11/01/2022 08:50:57 am,6.645,-3.33,51.20,-4.78,60.91,104.00
11/01/2022 08:48:42 am,6.650,45.72,59.78,-4.93,55.41,155.98,11/01/2022 08:50:57 am,6.650,-3.90,51.12,-4.63,60.30,102.90
11/01/2022 08:48:42 am,6.655,41.44,58.13,-4.81,53.23,147.99,11/01/2022 08:50:57 am,6.655,-4.18,50.77,-4.71,59.85,101.74
11/01/2022 08:48:42 am,6.660,34.63,57.23,-4.73,52.26,139.39,11/01/2022 08:50:57 am,6.660,-4.15,50.22,-4.58,59.57,101.06
11/01/2022 08:48:42 am,6.665,32.55,54.92,-4.73,51.35,134.10,11/01/2022 08:50:57 am,6.665,-4.28,50.09,-4.35,59.19,100.66
11/01/2022 08:48:42 am,6.670,30.75,54.50,-4.81,50.95,131.39,11/01/2022 08:50:57 am,6.670,-4.15,49.94,-4.18,58.17,99.79
11/01/2022 08:48:42 am,6.675,29.27,54.17,-4.81,49.88,128.52,11/01/2022 08:50:57 am,6.675,-4.13,49.57,-4.00,58.02,99.47
11/01/2022 08:48:42 am,6.680,27.74,53.62,-4.81,49.37,125.94,11/01/2022 08:50:57 am,6.680,-4.08,49.32,-4.43,57.54,98.36
11/01/2022 08:48:42 am,6.685,27.19,53.37,-4.93,49.27,124.91,11/01/2022 08:50:57 am,6.685,-4.13,48.67,-4.58,57.24,97.20
11/01/2022 08:48:42 am,6.690,26.84,52.95,-5.01,48.97,123.75,11/01/2022 08:50:57 am,6.690,-3.85,48.02,-4.83,56.50,95.84
11/01/2022 08:48:42 am,6.695,26.57,53.17,-4.78,48.84,123.80,11/01/2022 08:50:57 am,6.695,-3.28,46.89,-4.71,54.07,92.98
11/01/2022 08:48:42 am,6.700,26.27,53.10,-4.86,48.94,123.45,11/01/2022 08:50:57 am,6.700,1.78,44.84,-4.66,51.91,93.88
11/01/2022 08:48:42 am,6.705,26.14,53.17,-4.88,48.89,123.33,11/01/2022 08:50:57 am,6.705,5.76,39.28,-4.48,49.07,89.64
11/01/2022 08:48:42 am,6.710,26.04,53.22,-4.81,48.87,123.33,11/01/2022 08:50:57 am,6.710,6.64,40.41,-4.81,48.03,90.27
11/01/2022 08:48:42 am,6.715,26.12,53.37,-4.83,48.92,123.58,11/01/2022 08:50:57 am,6.715,5.64,43.49,-5.19,52.24,96.18
11/01/2022 08:48:42 am,6.720,26.49,53.40,-4.53,49.27,124.64,11/01/2022 08:50:57 am,6.720,9.27,42.26,-4.83,50.67,97.37
11/01/2022 08:48:42 am,6.725,26.82,53.75,-4.81,49.58,125.34,11/01/2022 08:50:57 am,6.725,11.14,40.48,-4.63,50.46,97.47
11/01/2022 08:48:42 am,6.730,28.02,53.97,-4.63,49.75,127.12,11/01/2022 08:50:57 am,6.730,12.40,50.34,-4.78,50.46,108.43
11/01/2022 08:48:42 am,6.735,28.57,54.22,-4.81,50.03,128.02,11/01/2022 08:50:57 am,6.735,22.11,60.05,-4.63,70.04,147.58
11/01/2022 08:48:42 am,6.740,29.57,54.32,-4.91,50.24,129.23,11/01/2022 08:50:57 am,6.740,25.29,64.08,-4.71,86.53,171.20
11/01/2022 08:48:42 am,6.745,30.25,54.57,-4.78,50.79,130.84,11/01/2022 08:50:57 am,6.745,23.64,77.02,-4.83,90.97,186.80
11/01/2022 08:48:42 am,6.750,31.77,54.80,-4.81,50.77,132.54,11/01/2022 08:50:57 am,6.750,24.74,80.55,-4.93,93.78,194.15
11/01/2022 08:48:42 am,6.755,32.45,55.15,-4.86,51.02,133.77,11/01/2022 08:50:57 am,6.755,23.04,75.07,-4.81,89.55,182.85
11/01/2022 08:48:42 am,6.760,33.03,55.27,-4.91,51.12,134.52,11/01/2022 08:50:57 am,6.760,18.35,69.04,-4.86,78.41,160.96
11/01/2022 08:48:42 am,6.765,33.35,55.15,-4.71,51.15,134.95,11/01/2022 08:50:57 am,6.765,15.55,63.31,-4.81,75.14,149.20
11/01/2022 08:48:42 am,6.770,33.73,55.25,-4.68,51.10,135.40,11/01/2022 08:50:57 am,6.770,14.60,58.25,-4.73,71.92,140.05
11/01/2022 08:48:42 am,6.775,33.88,55.22,-4.83,50.92,135.20,11/01/2022 08:50:57 am,6.775,14.17,55.32,-4.93,70.63,135.20
11/01/2022 08:48:42 am,6.780,33.53,54.97,-4.71,50.74,134.54,11/01/2022 08:50:57 am,6.780,15.00,54.02,-4.66,68.88,133.25
11/01/2022 08:48:42 am,6.785,33.13,54.77,-4.86,50.34,133.38,11/01/2022 08:50:57 am,6.785,16.28,53.27,-4.73,65.02,129.84
11/01/2022 08:48:42 am,6.790,32.80,54.82,-4.81,49.78,132.60,11/01/2022 08:50:57 am,6.790,15.00,53.52,-4.68,65.66,129.50
11/01/2022 08:48:42 am,6.795,32.45,54.55,-4.71,49.53,131.82,11/01/2022 08:50:57 am,6.795,14.45,54.32,-5.01,65.10,128.87
11/01/2022 08:48:42 am,6.800,31.87,54.65,-4.78,49.22,130.97,11/01/2022 08:50:57 am,6.800,14.77,52.52,-4.81,62.23,124.73
11/01/2022 08:48:42 am,6.805,31.47,54.20,-4.71,48.97,129.94,11/01/2022 08:50:57 am,6.805,14.05,51.85,-5.01,60.38,121.27
11/01/2022 08:48:42 am,6.810,31.47,54.27,-4.73,48.74,129.76,11/01/2022 08:50:57 am,6.810,13.32,50.52,-4.86,56.86,115.84
11/01/2022 08:48:42 am,6.815,31.30,54.32,-4.61,48.64,129.66,11/01/2022 08:50:57 am,6.815,13.90,49.04,-4.93,54.95,112.97
11/01/2022 08:48:42 am,6.820,31.12,54.30,-4.78,48.46,129.11,11/01/2022 08:50:57 am,6.820,13.92,47.52,-4.71,53.58,110.32
11/01/2022 08:48:42 am,6.825,31.20,54.17,-4.78,48.36,128.95,11/01/2022 08:50:57 am,6.825,14.05,46.77,-4.78,52.62,108.66
11/01/2022 08:48:42 am,6.830,31.12,54.15,-4.68,48.33,128.93,11/01/2022 08:50:57 am,6.830,14.47,46.02,-4.78,50.31,106.02
11/01/2022 08:48:42 am,6.835,31.02,54.02,-4.93,48.18,128.30,11/01/2022 08:50:57 am,6.835,15.30,45.82,-4.76,49.42,105.79
11/01/2022 08:48:42 am,6.840,31.30,54.05,-4.73,48.13,128.75,11/01/2022 08:50:57 am,6.840,15.75,45.26,-4.68,48.51,104.85
11/01/2022 08:48:42 am,6.845,31.35,54.17,-4.88,48.11,128.75,11/01/2022 08:50:57 am,6.845,16.30,44.61,-4.73,48.03,104.22
11/01/2022 08:48:42 am,6.850,31.67,54.35,-4.71,48.11,129.43,11/01/2022 08:50:57 am,6.850,16.40,44.34,-4.81,47.60,103.54
11/01/2022 08:48:42 am,6.855,31.70,54.22,-4.78,48.31,129.45,11/01/2022 08:50:57 am,6.855,16.65,44.11,-4.66,46.76,102.87
11/01/2022 08:48:42 am,6.860,31.82,54.37,-4.66,48.26,129.80,11/01/2022 08:50:57 am,6.860,17.28,43.89,-4.76,46.66,103.07
11/01/2022 08:48:42 am,6.865,32.25,54.35,-4.83,48.33,130.10,11/01/2022 08:50:57 am,6.865,17.33,44.06,-4.63,46.30,103.07
11/01/2022 08:48:42 am,6.870,32.23,54.62,-4.83,48.33,130.35,11/01/2022 08:50:57 am,6.870,17.50,44.24,-4.61,46.15,103.29
11/01/2022 08:48:42 am,6.875,32.48,54.27,-4.81,48.36,130.31,11/01/2022 08:50:57 am,6.875,17.90,44.06,-4.76,45.59,102.81
11/01/2022 08:48:42 am,6.880,32.63,54.55,-4.76,48.41,130.83,11/01/2022 08:50:57 am,6.880,18.08,44.04,-4.81,45.01,102.33
11/01/2022 08:48:42 am,6.885,32.70,54.35,-4.83,48.54,130.76,11/01/2022 08:50:57 am,6.885,18.23,44.04,-4.83,44.12,101.56
11/01/2022 08:48:42 am,6.890,32.88,54.50,-4.93,48.54,130.98,11/01/2022 08:50:57 am,6.890,18.35,43.39,-4.83,43.08,100.00
11/01/2022 08:48:42 am,6.895,32.80,54.32,-4.76,48.46,130.83,11/01/2022 08:50:57 am,6.895,18.33,43.09,-4.76,41.69,98.35
11/01/2022 08:48:42 am,6.900,32.93,54.55,-4.78,48.61,131.31,11/01/2022 08:50:57 am,6.900,18.58,43.14,-4.78,39.48,96.42
11/01/2022 08:48:42 am,6.905,32.88,54.67,-4.71,48.64,131.49,11/01/2022 08:50:57 am,6.905,18.35,42.76,-4.83,39.13,95.41
11/01/2022 08:48:42 am,6.910,32.85,54.40,-4.91,48.54,130.88,11/01/2022 08:50:57 am,6.910,18.33,42.81,-4.88,38.42,94.68
11/01/2022 08:48:42 am,6.915,32.58,54.50,-4.76,48.51,130.83,11/01/2022 08:50:57 am,6.915,18.61,42.24,-4.76,37.68,93.77
11/01/2022 08:48:42 am,6.920,32.48,54.17,-4.71,48.41,130.36,11/01/2022 08:50:57 am,6.920,19.26,42.19,-4.73,37.10,93.81
11/01/2022 08:48:42 am,6.925,32.40,54.45,-4.76,48.46,130.56,11/01/2022 08:50:57 am,6.925,20.36,43.06,-4.93,43.82,102.31
11/01/2022 08:48:42 am,6.930,32.30,54.30,-4.76,48.59,130.43,11/01/2022 08:50:57 am,6.930,35.40,50.72,-4.78,36.16,117.51
11/01/2022 08:48:42 am,6.935,32.30,54.25,-4.51,48.41,130.46,11/01/2022 08:50:57 am,6.935,60.22,53.00,-4.43,44.35,153.14
11/01/2022 08:48:42 am,6.940,32.17,54.42,-4.93,48.51,130.18,11/01/2022 08:50:57 am,6.940,63.82,56.73,-4.86,45.64,161.34
11/01/2022 08:48:42 am,6.945,32.12,54.42,-5.01,48.46,130.00,11/01/2022 08:50:57 am,6.945,67.48,53.02,-4.73,43.72,159.49
11/01/2022 08:48:42 am,6.950,32.05,54.40,-4.76,48.28,129.98,11/01/2022 08:50:57 am,6.950,61.94,49.87,-4.73,41.33,148.42
11/01/2022 08:48:42 am,6.955,31.85,54.35,-4.63,48.49,130.06,11/01/2022 08:50:57 am,6.955,55.53,49.12,-4.81,40.75,140.60
11/01/2022 08:48:42 am,6.960,31.90,54.30,-4.63,48.41,129.98,11/01/2022 08:50:57 am,6.960,51.53,44.34,-4.71,38.70,129.86
11/01/2022 08:48:42 am,6.965,32.23,54.40,-4.73,48.33,130.23,11/01/2022 08:50:57 am,6.965,47.72,42.74,-4.86,36.97,122.58
11/01/2022 08:48:42 am,6.970,32.20,54.40,-4.78,48.64,130.46,11/01/2022 08:50:57 am,6.970,43.84,41.59,-4.73,35.83,116.53
11/01/2022 08:48:42 am,6.975,32.25,54.30,-4.73,48.51,130.33,11/01/2022 08:50:57 am,6.975,39.26,39.96,-4.91,35.20,109.51
11/01/2022 08:48:42 am,6.980,32.48,54.52,-4.88,48.49,130.61,11/01/2022 08:50:57 am,6.980,37.41,40.11,-4.76,35.47,108.24
11/01/2022 08:48:42 am,6.985,32.38,54.35,-4.63,48.66,130.76,11/01/2022 08:50:57 am,6.985,35.43,41.89,-4.68,36.62,109.25
11/01/2022 08:48:42 am,6.990,32.48,54.37,-4.81,48.46,130.51,11/01/2022 08:50:57 am,6.990,33.63,44.34,-4.73,40.17,113.41
11/01/2022 08:48:42 am,6.995,32.38,54.42,-4.88,48.43,130.36,11/01/2022 08:50:57 am,6.995,31.75,46.42,-4.91,41.76,115.03
11/01/2022 08:48:43 am,7.000,32.63,54.32,-4.86,48.38,130.48,11/01/2022 08:50:58 am,7.000,19.01,57.55,-4.00,58.55,131.12
11/01/2022 08:48:43 am,7.005,32.50,54.45,-4.88,48.69,130.76,11/01/2022 08:50:58 am,7.005,3.86,90.03,-4.93,77.20,166.16
11/01/2022 08:48:43 am,7.010,32.68,54.30,-4.71,48.43,130.71,11/01/2022 08:50:58 am,7.010,-1.60,85.88,-5.04,85.62,164.87
11/01/2022 08:48:43 am,7.015,32.63,54.27,-4.81,48.51,130.61,11/01/2022 08:50:58 am,7.015,-2.83,73.62,-4.86,75.60,141.54
11/01/2022 08:48:43 am,7.020,32.48,54.27,-4.66,48.31,130.41,11/01/2022 08:50:58 am,7.020,-3.15,68.31,-4.81,74.23,134.59
11/01/2022 08:48:43 am,7.025,32.60,54.22,-4.68,48.26,130.41,11/01/2022 08:50:58 am,7.025,-2.40,59.33,-5.11,73.90,125.72
11/01/2022 08:48:43 am,7.030,32.45,54.07,-4.78,48.28,130.03,11/01/2022 08:50:58 am,7.030,-1.67,60.88,-4.56,74.23,128.88
11/01/2022 08:48:43 am,7.035,32.40,53.90,-4.93,48.21,129.58,11/01/2022 08:50:58 am,7.035,-2.18,59.88,-4.25,79.81,133.27
11/01/2022 08:48:43 am,7.040,32.38,53.90,-4.76,48.26,129.78,11/01/2022 08:50:58 am,7.040,-3.78,61.96,-4.18,87.29,141.30
11/01/2022 08:48:43 am,7.045,32.45,53.95,-4.76,48.28,129.93,11/01/2022 08:50:58 am,7.045,-4.65,62.48,-3.52,91.07,145.38
11/01/2022 08:48:43 am,7.050,32.43,53.95,-4.83,48.38,129.93,11/01/2022 08:50:58 am,7.050,-4.45,62.56,-1.10,94.75,151.76
11/01/2022 08:48:43 am,7.055,32.30,53.82,-4.78,48.21,129.55,11/01/2022 08:50:58 am,7.055,-3.68,59.45,16.95,94.06,166.80
11/01/2022 08:48:43 am,7.060,32.38,54.00,-4.71,48.16,129.83,11/01/2022 08:50:58 am,7.060,-3.10,54.12,21.95,87.54,160.52
11/01/2022 08:48:43 am,7.065,32.38,53.92,-4.73,48.13,129.70,11/01/2022 08:50:58 am,7.065,-4.45,57.03,13.47,98.81,164.85
11/01/2022 08:48:43 am,7.070,32.43,53.87,-4.76,48.28,129.83,11/01/2022 08:50:58 am,7.070,-4.60,65.41,7.76,101.92,170.50
11/01/2022 08:48:43 am,7.075,32.38,53.97,-4.81,48.26,129.80,11/01/2022 08:50:58 am,7.075,-4.45,53.22,7.18,93.86,149.82
11/01/2022 08:48:43 am,7.080,32.30,54.10,-4.68,48.31,130.03,11/01/2022 08:50:58 am,7.080,-4.15,48.22,16.57,87.32,147.96
11/01/2022 08:48:43 am,7.085,32.30,54.02,-4.73,48.18,129.78,11/01/2022 08:50:58 am,7.085,-3.88,45.11,15.41,78.74,135.40
11/01/2022 08:48:43 am,7.090,32.33,53.95,-4.78,48.36,129.86,11/01/2022 08:50:58 am,7.090,-4.53,44.41,11.80,78.62,130.31
11/01/2022 08:48:43 am,7.095,32.07,53.92,-4.78,48.21,129.43,11/01/2022 08:50:58 am,7.095,-4.28,39.46,10.99,74.28,120.46
11/01/2022 08:48:43 am,7.100,32.20,54.02,-4.68,48.28,129.83,11/01/2022 08:50:58 am,7.100,-4.20,35.66,13.04,69.41,113.91
11/01/2022 08:48:43 am,7.105,32.20,53.82,-5.04,48.23,129.23,11/01/2022 08:50:58 am,7.105,-4.10,33.55,12.00,65.25,106.71
11/01/2022 08:48:43 am,7.110,32.05,53.95,-4.86,48.21,129.35,11/01/2022 08:50:58 am,7.110,-4.28,32.55,11.40,61.24,100.92
11/01/2022 08:48:43 am,7.115,31.97,53.90,-4.68,48.21,129.40,11/01/2022 08:50:58 am,7.115,-4.20,30.53,11.57,58.20,96.10
11/01/2022 08:48:43 am,7.120,32.02,54.17,-4.73,48.21,129.68,11/01/2022 08:50:58 am,7.120,-4.18,26.47,11.80,55.38,89.48
11/01/2022 08:48:43 am,7.125,31.97,53.82,-4.81,48.08,129.08,11/01/2022 08:50:58 am,7.125,-4.30,25.17,11.55,53.08,85.50
11/01/2022 08:48:43 am,7.130,31.92,53.92,-4.76,48.16,129.25,11/01/2022 08:50:58 am,7.130,-4.20,24.14,11.35,49.20,80.49
11/01/2022 08:48:43 am,7.135,32.12,53.95,-4.88,48.05,129.25,11/01/2022 08:50:58 am,7.135,-4.13,23.17,11.45,47.27,77.76
11/01/2022 08:48:43 am,7.140,31.97,53.87,-4.58,48.16,129.43,11/01/2022 08:50:58 am,7.140,-4.13,22.07,11.42,44.99,74.35
11/01/2022 08:48:43 am,7.145,31.82,53.95,-4.76,48.13,129.15,11/01/2022 08:50:58 am,7.145,-4.25,19.81,11.52,42.88,69.97
11/01/2022 08:48:43 am,7.150,31.95,54.12,-4.78,48.31,129.60,11/01/2022 08:50:58 am,7.150,-4.08,19.24,12.20,40.62,67.99
11/01/2022 08:48:43 am,7.155,31.90,54.00,-4.73,48.16,129.33,11/01/2022 08:50:58 am,7.155,-4.18,19.06,12.86,37.22,64.97
11/01/2022 08:48:43 am,7.160,31.82,54.07,-4.76,48.13,129.28,11/01/2022 08:50:58 am,7.160,-4.25,18.71,13.26,36.06,63.79
11/01/2022 08:48:43 am,7.165,32.05,54.10,-4.76,48.28,129.68,11/01/2022 08:50:58 am,7.165,-4.10,19.19,13.90,35.32,64.31
11/01/2022 08:48:43 am,7.170,31.85,53.92,-4.83,48.26,129.20,11/01/2022 08:50:58 am,7.170,-4.30,19.46,14.83,34.97,64.96
11/01/2022 08:48:43 am,7.175,32.05,54.05,-4.71,48.11,129.50,11/01/2022 08:50:58 am,7.175,-4.20,19.89,15.39,34.51,65.59
11/01/2022 08:48:43 am,7.180,32.02,54.02,-4.81,48.00,129.25,11/01/2022 08:50:58 am,7.180,-4.18,20.49,16.02,35.07,67.40
11/01/2022 08:48:43 am,7.185,31.97,54.07,-4.81,48.23,129.48,11/01/2022 08:50:58 am,7.185,-4.23,21.19,16.47,35.88,69.32
11/01/2022 08:48:43 am,7.190,32.05,53.85,-4.86,48.31,129.35,11/01/2022 08:50:58 am,7.190,-4.28,23.02,16.85,37.28,72.87
11/01/2022 08:48:43 am,7.195,32.05,53.90,-4.99,48.13,129.10,11/01/2022 08:50:58 am,7.195,-4.33,23.77,17.20,38.37,75.01
11/01/2022 08:48:43 am,7.200,32.00,53.65,-4.63,48.18,129.20,11/01/2022 08:50:58 am,7.200,-4.15,24.57,16.87,41.31,78.60
11/01/2022 08:48:43 am,7.205,32.02,53.80,-4.88,48.13,129.08,11/01/2022 08:50:58 am,7.205,-4.23,25.45,16.45,43.31,80.98
11/01/2022 08:48:43 am,7.210,32.05,53.90,-5.01,48.23,129.18,11/01/2022 08:50:58 am,7.210,-4.10,27.12,16.04,45.34,84.41
11/01/2022 08:48:43 am,7.215,32.00,53.92,-4.71,47.98,129.20,11/01/2022 08:50:58 am,7.215,-4.15,28.25,15.39,47.09,86.58
11/01/2022 08:48:43 am,7.220,31.92,53.82,-4.73,48.13,129.15,11/01/2022 08:50:58 am,7.220,-4.30,28.77,13.52,48.87,86.86
11/01/2022 08:48:43 am,7.225,32.05,53.80,-4.81,48.26,129.30,11/01/2022 08:50:58 am,7.225,-4.10,29.47,12.31,55.49,93.17
11/01/2022 08:48:43 am,7.230,31.97,53.72,-4.86,48.11,128.95,11/01/2022 08:50:58 am,7.230,-4.28,33.45,9.91,59.62,98.71
11/01/2022 08:48:43 am,7.235,32.05,53.80,-4.76,48.08,129.18,11/01/2022 08:50:58 am,7.235,-2.93,41.26,7.33,61.57,107.25
11/01/2022 08:48:43 am,7.240,32.02,53.80,-4.83,48.31,129.30,11/01/2022 08:50:58 am,7.240,-3.98,65.06,-2.56,80.06,138.59
11/01/2022 08:48:43 am,7.245,32.15,53.75,-4.83,48.23,129.30,11/01/2022 08:50:58 am,7.245,-2.83,64.58,-5.52,103.47,159.72
11/01/2022 08:48:43 am,7.250,32.07,53.77,-4.78,48.31,129.38,11/01/2022 08:50:58 am,7.250,-0.42,79.42,-4.73,110.45,184.72
11/01/2022 08:48:43 am,7.255,31.92,53.80,-4.68,48.18,129.23,11/01/2022 08:50:58 am,7.255,24.99,16.44,-3.09,58.10,96.44
11/01/2022 08:48:43 am,7.260,32.12,53.77,-4.78,48.16,129.28,11/01/2022 08:50:58 am,7.260,31.85,60.55,-3.57,83.87,172.71
11/01/2022 08:48:43 am,7.265,31.90,53.70,-4.76,48.11,128.95,11/01/2022 08:50:58 am,7.265,5.86,51.55,-5.41,98.17,150.17
11/01/2022 08:48:43 am,7.270,32.12,53.87,-4.86,48.11,129.25,11/01/2022 08:50:58 am,7.270,6.26,45.11,-4.73,82.32,128.97
,,,,,,,11/01/2022 08:50:58 am,7.275,4.08,33.93,-4.25,75.01,108.78
,,,,,,,11/01/2022 08:50:58 am,7.280,-1.25,44.39,-4.35,80.52,119.31
,,,,,,,11/01/2022 08:50:58 am,7.285,-3.60,40.41,-4.40,76.28,108.69
,,,,,,,11/01/2022 08:50:58 am,7.290,-4.25,42.64,-3.95,72.76,107.20
,,,,,,,11/01/2022 08:50:58 am,7.295,-3.28,66.76,-4.48,90.03,149.04
,,,,,,,11/01/2022 08:50:58 am,7.300,-2.75,80.02,-4.20,82.12,155.19
,,,,,,,11/01/2022 08:50:58 am,7.305,0.83,131.72,-5.67,105.27,232.17
,,,,,,,11/01/2022 08:50:58 am,7.310,63.04,80.87,-2.01,96.60,238.52
,,,,,,,11/01/2022 08:50:58 am,7.315,22.06,81.60,-4.99,87.54,186.23
,,,,,,,11/01/2022 08:50:58 am,7.320,0.50,93.49,-5.57,68.14,156.57
,,,,,,,11/01/2022 08:50:58 am,7.325,3.01,61.68,-5.11,62.13,121.71
,,,,,,,11/01/2022 08:50:58 am,7.330,7.56,47.72,-4.83,60.36,110.81
,,,,,,,11/01/2022 08:50:58 am,7.335,5.59,45.62,-4.76,50.36,96.81
,,,,,,,11/01/2022 08:50:58 am,7.340,1.71,50.92,-4.78,56.09,103.94
,,,,,,,11/01/2022 08:50:58 am,7.345,-1.57,47.49,-4.83,55.05,96.14
,,,,,,,11/01/2022 08:50:58 am,7.350,-1.47,48.32,-4.78,56.96,99.02
,,,,,,,11/01/2022 08:50:58 am,7.355,-0.67,47.54,-4.73,55.36,97.50
,,,,,,,11/01/2022 08:50:58 am,7.360,-0.57,48.32,-4.63,57.87,100.99
,,,,,,,11/01/2022 08:50:58 am,7.365,-2.07,48.32,-4.58,59.77,101.44
,,,,,,,11/01/2022 08:50:58 am,7.370,-3.68,48.64,-4.51,61.12,101.58
,,,,,,,11/01/2022 08:50:58 am,7.375,-4.28,48.59,-4.56,62.69,102.45
,,,,,,,11/01/2022 08:50:58 am,7.380,-4.45,48.64,-3.87,64.59,104.91
,,,,,,,11/01/2022 08:50:58 am,7.385,-4.45,48.22,-2.21,67.23,108.79
,,,,,,,11/01/2022 08:50:58 am,7.390,-4.15,47.37,1.88,66.95,112.05
,,,,,,,11/01/2022 08:50:58 am,7.395,-3.43,40.08,10.82,63.86,111.33
,,,,,,,11/01/2022 08:50:58 am,7.400,-3.25,36.01,20.84,58.81,112.41
,,,,,,,11/01/2022 08:50:58 am,7.405,-4.03,43.64,12.76,61.80,114.18
,,,,,,,11/01/2022 08:50:58 am,7.410,-4.65,48.59,9.63,72.30,125.88
,,,,,,,11/01/2022 08:50:58 am,7.415,-4.15,45.74,11.70,69.97,123.26
,,,,,,,11/01/2022 08:50:58 am,7.420,-4.08,40.79,15.36,66.85,118.92
,,,,,,,11/01/2022 08:50:58 am,7.425,-4.18,42.19,14.07,66.87,118.96
,,,,,,,11/01/2022 08:50:58 am,7.430,-4.45,43.01,13.44,68.85,120.86
,,,,,,,11/01/2022 08:50:58 am,7.435,-4.28,40.21,14.96,65.99,116.88
,,,,,,,11/01/2022 08:50:58 am,7.440,-4.33,38.33,15.18,65.20,114.39
,,,,,,,11/01/2022 08:50:58 am,7.445,-4.23,37.91,14.15,64.92,112.75
,,,,,,,11/01/2022 08:50:58 am,7.450,-4.33,36.71,13.49,64.19,110.06
,,,,,,,11/01/2022 08:50:58 am,7.455,-4.20,35.23,13.21,60.51,104.75
,,,,,,,11/01/2022 08:50:58 am,7.460,-4.23,34.33,12.28,59.29,101.68
,,,,,,,11/01/2022 08:50:58 am,7.465,-4.38,31.08,11.40,56.65,94.75
,,,,,,,11/01/2022 08:50:58 am,7.470,-4.35,29.40,10.77,54.01,89.83
,,,,,,,11/01/2022 08:50:58 am,7.475,-4.08,28.47,9.78,52.09,86.27
,,,,,,,11/01/2022 08:50:58 am,7.480,-4.25,27.95,8.70,49.68,82.07
,,,,,,,11/01/2022 08:50:58 am,7.485,-4.05,28.72,6.75,55.94,87.37
,,,,,,,11/01/2022 08:50:58 am,7.490,-3.93,38.91,2.01,59.29,96.28
,,,,,,,11/01/2022 08:50:58 am,7.495,-3.68,48.77,-4.43,61.27,101.93
,,,,,,,11/01/2022 08:50:58 am,7.500,-3.78,51.75,-5.29,67.46,110.14
,,,,,,,11/01/2022 08:50:58 am,7.505,58.61,48.54,-4.40,64.34,167.10
,,,,,,,11/01/2022 08:50:58 am,7.510,18.13,21.07,-2.79,32.33,68.74
,,,,,,,11/01/2022 08:50:58 am,7.515,25.31,55.60,-5.11,56.88,132.69
,,,,,,,11/01/2022 08:50:58 am,7.520,11.09,48.02,-5.26,73.92,127.78
,,,,,,,11/01/2022 08:50:58 am,7.525,18.86,38.71,-4.33,55.89,109.13
,,,,,,,11/01/2022 08:50:58 am,7.530,15.03,30.60,-4.46,54.57,95.75
,,,,,,,11/01/2022 08:50:58 am,7.535,9.79,50.24,-4.83,61.80,117.01
,,,,,,,11/01/2022 08:50:58 am,7.540,18.56,60.33,-4.78,68.60,142.71
,,,,,,,11/01/2022 08:50:58 am,7.545,23.14,72.57,-4.46,62.16,153.41
,,,,,,,11/01/2022 08:50:58 am,7.550,29.30,92.86,-5.09,78.57,195.65
,,,,,,,11/01/2022 08:50:58 am,7.555,27.42,97.69,-5.09,74.99,195.02
,,,,,,,11/01/2022 08:50:58 am,7.560,27.97,74.22,-4.68,66.21,163.73
,,,,,,,11/01/2022 08:50:58 am,7.565,23.39,68.26,-4.73,63.22,150.15
,,,,,,,11/01/2022 08:50:58 am,7.570,19.73,63.08,-4.88,60.43,138.37
,,,,,,,11/01/2022 08:50:58 am,7.575,17.93,58.35,-4.68,59.09,130.69
,,,,,,,11/01/2022 08:50:58 am,7.580,16.33,59.15,-4.76,60.76,131.49
,,,,,,,11/01/2022 08:50:58 am,7.585,15.58,60.45,-4.91,63.17,134.30
,,,,,,,11/01/2022 08:50:58 am,7.590,16.13,59.70,-4.81,63.98,135.01
